RT=UNDEFINED   LT=UNDEFINED
0	11438
1	11267
2	11252
3	11384
4	11436
5	11372
6	11274
7	11358
8	11386
9	11533
10	11437
11	11168
12	11453
13	11471
14	11243
15	11422
16	11316
17	11348
18	11426
19	11443
20	11394
21	11473
22	11358
23	11360
24	11135
25	11353
26	11388
27	11418
28	11468
29	11262
30	11221
31	11426
32	11528
33	11347
34	11434
35	11365
36	11536
37	11308
38	11594
39	11321
40	11337
41	11293
42	11393
43	11373
44	11188
45	11394
46	11366
47	11522
48	11441
49	11409
50	11202
51	11310
52	11469
53	11347
54	11391
55	11297
56	11273
57	11481
58	11367
59	11495
60	11321
61	11321
62	11434
63	11309
64	11316
65	11468
66	11453
67	11438
68	11298
69	11607
70	11546
71	11383
72	11348
73	11309
74	11425
75	11297
76	11467
77	11445
78	11329
79	11388
80	11374
81	11321
82	11346
83	11465
84	11397
85	11444
86	11262
87	11265
88	11293
89	11362
90	11330
91	11523
92	11500
93	11409
94	11307
95	11451
96	11395
97	11362
98	11261
99	11362
100	11561
101	11302
102	11345
103	11488
104	11254
105	11257
106	11327
107	11200
108	11394
109	11384
110	11433
111	11387
112	11104
113	11452
114	11417
115	11328
116	11378
117	11508
118	11311
119	11480
120	11334
121	11555
122	11248
123	11357
124	11439
125	11489
126	11480
127	11301
128	11390
129	11259
130	11462
131	11479
132	11462
133	11431
134	11438
135	11352
136	11450
137	11306
138	11400
139	11492
140	11521
141	11519
142	11309
143	11486
144	11407
145	11582
146	11436
147	11398
148	11370
149	11362
150	11527
151	11462
152	11475
153	11472
154	11281
155	11253
156	11424
157	11520
158	11446
159	11422
160	11636
161	11390
162	11402
163	11415
164	11522
165	11198
166	11450
167	11439
168	11400
169	11318
170	11433
171	11519
172	11328
173	11420
174	11508
175	11585
176	11392
177	11293
178	11408
179	11556
180	11398
181	11409
182	11380
183	11470
184	11342
185	11388
186	11498
187	11398
188	11547
189	11429
190	11529
191	11458
192	11441
193	11451
194	11434
195	11225
196	11489
197	11330
198	11453
199	11486
200	11334
201	11448
202	11376
203	11303
204	11559
205	11312
206	11452
207	11473
208	11383
209	11424
210	11358
211	11347
212	11440
213	11356
214	11315
215	11370
216	11442
217	11452
218	11390
219	11387
220	11367
221	11309
222	11587
223	11316
224	11184
225	11502
226	11437
227	11337
228	11499
229	11392
230	11302
231	11302
232	11450
233	11373
234	11294
235	11287
236	11420
237	11328
238	11479
239	11443
240	11422
241	11434
242	11348
243	11487
244	11641
245	11327
246	11448
247	11461
248	11388
249	11411
250	11454
251	11491
252	11200
253	11456
254	11427
255	11275
256	11449
257	11398
258	11369
259	11344
260	11293
261	11609
262	11329
263	11263
264	11469
265	11288
266	11491
267	11414
268	11511
269	11281
270	11368
271	11328
272	11358
273	11281
274	11384
275	11439
276	11402
277	11335
278	11502
279	11359
280	11482
281	11483
282	11299
283	11267
284	11205
285	11355
286	11644
287	11610
288	11531
289	11381
290	11431
291	11590
292	11368
293	11419
294	11533
295	11228
296	11322
297	11382
298	11398
299	11318
300	11524
301	11366
302	11496
303	11446
304	11418
305	11361
306	11355
307	11619
308	11491
309	11468
310	11475
311	11267
312	11475
313	11490
314	11353
315	11404
316	11357
317	11493
318	11365
319	11435
320	11306
321	11405
322	11301
323	11360
324	11400
325	11539
326	11324
327	11337
328	11479
329	11403
330	11360
331	11359
332	11400
333	11228
334	11199
335	11423
336	11489
337	11355
338	11274
339	11456
340	11217
341	11411
342	11425
343	11417
344	11263
345	11134
346	11456
347	11217
348	11147
349	11310
350	11058
351	11405
352	11332
353	11222
354	11288
355	11511
356	11209
357	11337
358	11266
