RT=UNDEFINED   LT=UNDEFINED
0	372633
1	373076
2	372022
3	372796
4	373471
5	372953
6	373025
7	373880
8	372896
9	372520
10	372310
11	371928
12	373194
13	373083
14	372727
15	373291
16	372754
17	373186
18	372942
19	372579
20	372760
21	372324
22	372993
23	371899
24	372958
25	372728
26	374022
27	372111
28	371608
29	373102
30	373551
31	372229
32	372522
33	373309
34	373109
35	372910
36	373091
37	373934
38	373522
39	372514
40	373776
41	373683
42	373108
43	372548
44	372851
45	373091
46	374323
47	372832
48	372656
49	373495
50	373068
51	373551
52	372755
53	372847
54	373041
55	373942
56	372803
57	373412
58	374195
59	375048
60	372994
61	373838
62	372735
63	373463
64	373191
65	373738
66	373210
67	373119
68	372766
69	372852
70	373738
71	373411
72	371757
73	373304
74	372409
75	373636
76	374225
77	372680
78	373431
79	374195
80	372284
81	373537
82	372881
83	374012
84	373990
85	375036
86	374504
87	373411
88	374180
89	373980
90	373312
91	373278
92	374477
93	373492
94	373925
95	373881
96	372938
97	372892
98	374556
99	373593
100	373879
101	373528
102	374934
103	372228
104	373983
105	375059
106	373387
107	373606
108	373034
109	373979
110	373169
111	373933
112	373845
113	373002
114	373366
115	374187
116	373916
117	374638
118	373651
119	373592
120	374807
121	374316
122	373473
123	373670
124	373301
125	374335
126	373829
127	373225
128	374038
129	374061
130	374411
131	374650
132	375304
133	373480
134	373135
135	374020
136	373882
137	373576
138	373276
139	373616
140	373309
141	374273
142	375363
143	375021
144	373663
145	374369
146	374167
147	373246
148	374214
149	373506
150	374341
151	373380
152	372887
153	374583
154	375426
155	373630
156	375299
157	374788
158	373708
159	374225
160	374583
161	374091
162	374233
163	373003
164	373359
165	374008
166	375468
167	374448
168	373733
169	373218
170	375103
171	375041
172	374062
173	374793
174	373535
175	374322
176	375082
177	374369
178	374568
179	373651
180	374414
181	373919
182	373771
183	374296
184	375045
185	374435
186	374716
187	374677
188	374118
189	373877
190	375317
191	375224
192	373339
193	374803
194	375375
195	375006
196	374995
197	374085
198	374735
199	373837
200	374249
201	375667
202	375221
203	374128
204	374405
205	375597
206	374480
207	374897
208	373248
209	374253
210	373993
211	373886
212	375048
213	375006
214	374401
215	375117
216	374962
217	375842
218	374265
219	374097
220	374521
221	374994
222	374389
223	374647
224	374507
225	374335
226	374704
227	374756
228	373786
229	374777
230	374597
231	374775
232	374812
233	374940
234	374757
235	374947
236	374259
237	374564
238	375037
239	374710
240	374108
241	375101
242	373944
243	374894
244	373202
245	374643
246	374662
247	374706
248	374749
249	374721
250	374909
251	374255
252	373898
253	374551
254	374789
255	373713
256	374560
257	373510
258	375122
259	375294
260	373836
261	374293
262	375358
263	374135
264	373861
265	374766
266	374605
267	373624
268	374319
269	374859
270	375598
271	374904
272	374509
273	374738
274	374483
275	374900
276	374358
277	375076
278	374751
279	375137
280	374746
281	375325
282	375505
283	374497
284	374027
285	374089
286	375432
287	375089
288	374991
289	375520
290	375413
291	375017
292	374974
293	375057
294	374828
295	374543
296	374231
297	374889
298	375251
299	375746
300	375344
301	374485
302	374827
303	375076
304	374679
305	374753
306	374088
307	374449
308	374795
309	375459
310	374848
311	375861
312	374234
313	375108
314	374819
315	373982
316	373803
317	374892
318	374890
319	373753
