RT=UNDEFINED   LT=UNDEFINED
0	156328
1	155893
2	155919
3	155926
4	156485
5	155864
6	155906
7	156105
8	156483
9	155995
10	156782
11	156622
12	155674
13	156489
14	156152
15	156525
16	155341
17	156054
18	156182
19	156307
20	156750
21	155431
22	156186
23	156634
24	155752
25	156973
26	156499
27	155965
28	156648
29	156136
30	155923
31	156314
32	156770
33	156295
34	156968
35	155716
36	156617
37	156625
38	155350
39	157003
40	156556
41	156864
42	156794
43	156835
44	156598
45	156600
46	156183
47	155862
48	156472
49	157078
50	157188
51	156507
52	156157
53	156256
54	156867
55	156221
56	156600
57	156641
58	156371
59	156455
60	156531
61	156385
62	156212
63	156154
64	156167
65	156497
66	156876
67	156081
68	156924
69	156901
70	157267
71	157353
72	156922
73	156512
74	156954
75	157239
76	157445
77	156760
78	156506
79	157237
80	157496
81	157335
82	156305
83	157118
84	156525
85	156886
86	156774
87	156823
88	156365
89	156893
90	156244
91	156721
92	157798
93	156658
94	156142
95	156478
96	156471
97	155554
98	155949
99	156357
100	155498
101	155309
102	155298
103	155296
104	154861
105	154614
106	153387
107	152370
108	151932
109	150713
110	150301
111	148274
112	148056
113	145811
114	146087
115	146260
116	147522
117	148058
118	149424
119	150825
120	152516
121	152782
122	153419
123	154397
124	153846
125	154997
126	155522
127	155359
128	156109
129	155953
130	156446
131	155948
132	156647
133	157248
134	157399
135	156412
136	157260
137	157093
138	157190
139	157248
140	157588
141	156897
142	157001
143	157024
144	157631
145	157650
146	157187
147	156829
148	157578
149	157320
150	157670
151	156979
152	156434
153	158385
154	157692
155	157449
156	157364
157	157097
158	158228
159	157122
160	157988
161	157260
162	158098
163	157629
164	157543
165	158153
166	158392
167	158336
168	157583
169	157880
170	158409
171	158256
172	158197
173	158559
174	158675
175	157924
176	158097
177	158393
178	158467
179	158000
180	158385
181	158006
182	157732
183	158408
184	158336
185	157902
186	157793
187	158682
188	158581
189	157512
190	158589
191	158737
192	157824
193	157998
194	159138
195	158673
196	158534
197	158288
198	158482
199	157849
200	158612
201	158883
202	158687
203	157882
204	158534
205	157627
206	158206
207	158612
208	158553
209	158783
210	158137
211	157782
212	158627
213	158194
214	158555
215	158998
216	158456
217	158181
218	158757
219	158574
220	158821
221	158571
222	158607
223	158373
224	158267
225	158550
226	157716
227	159256
228	158614
229	158970
230	158904
231	158892
232	159117
233	158080
234	158685
235	157966
236	158297
237	158380
238	158610
239	157661
240	157690
241	158412
242	158223
243	158608
244	158125
245	158434
246	157974
247	157617
248	157861
249	157275
250	157435
251	157070
252	156604
253	156401
254	155357
255	154370
256	154255
257	153925
258	151894
259	150892
260	150487
261	150511
262	150935
263	151336
264	153153
265	153698
266	154887
267	154966
268	156328
269	156845
270	156414
271	157194
272	157520
273	157994
274	157490
275	157375
276	158500
277	158264
278	158572
279	158038
280	158513
281	158659
282	158348
283	158696
284	158194
285	158786
286	159626
287	158400
288	159074
289	158474
290	158892
291	158966
292	158249
293	158818
294	158808
295	159115
296	159589
297	159029
298	158897
299	159233
300	159091
301	159502
302	159172
303	159769
304	159481
305	158949
306	159455
307	159454
308	158991
309	159984
310	159351
311	159224
312	159582
313	159118
314	159009
315	159739
316	159710
317	159883
318	159371
319	159732
320	159599
321	159693
322	160242
323	159549
324	160072
325	159806
326	159150
327	159537
328	159269
329	159585
330	158954
331	159623
332	159454
333	159367
334	159328
335	159195
336	159291
337	159034
338	158651
339	160061
340	159334
341	159338
342	159623
343	159373
344	159533
345	159706
346	159355
347	160059
348	158974
349	159985
350	160085
351	158488
352	158834
353	159174
354	159012
355	159444
356	160455
357	159565
358	159288
359	159487
360	159456
361	159571
362	159981
363	159776
364	159441
365	159774
366	159630
367	159368
368	159202
369	159560
370	159728
371	158702
372	160253
373	159186
374	159257
375	159502
376	159655
377	159540
378	158810
