RT=UNDEFINED   LT=UNDEFINED
0	3740
1	3898
2	3844
3	3686
4	3886
5	3781
6	3806
7	3804
8	3718
9	3737
10	3646
11	3734
12	3711
13	3727
14	3690
15	3735
16	3971
17	3880
18	3668
19	3739
20	3783
21	3768
22	3669
23	3787
24	3606
25	3696
26	3722
27	3768
28	3790
29	3803
30	3786
31	3809
32	3810
33	3761
34	3786
35	3747
36	3806
37	3768
38	3756
39	3669
40	3818
41	3723
42	3734
43	3796
44	3722
45	3749
46	3735
47	3713
48	3790
49	3708
50	3703
51	3830
52	3737
53	3703
54	3819
55	3697
56	3781
57	3784
58	3731
59	3787
60	3838
61	3735
62	3668
63	3678
64	3791
65	3806
66	3779
67	3709
68	3718
69	3830
70	3772
71	3707
72	3797
73	3717
74	3727
75	3700
76	3686
77	3643
78	3767
79	3850
80	3742
81	3656
82	3605
83	3807
84	3708
85	3746
86	3622
87	3756
88	3678
89	3678
90	3555
91	3742
92	3774
93	3669
94	3665
95	3655
96	3552
97	3710
98	3594
99	3644
100	3584
101	3549
102	3681
103	3531
104	3531
105	3610
106	3479
107	3531
108	3440
109	3402
110	3349
111	3454
112	3470
113	3452
114	3339
115	3320
116	3215
117	3164
118	3165
119	3119
120	3039
121	3052
122	3006
123	2884
124	2839
125	2791
126	2837
127	2695
128	2670
129	2629
130	2653
131	2593
132	2523
133	2599
134	2584
135	2625
136	2600
137	2715
138	2699
139	2804
140	2877
141	2881
142	3005
143	3013
144	3128
145	3043
146	3221
147	3144
148	3257
149	3300
150	3232
151	3317
152	3319
153	3368
154	3389
155	3356
156	3382
157	3544
158	3473
159	3519
160	3578
161	3533
162	3541
163	3593
164	3559
165	3624
166	3511
167	3550
168	3687
169	3648
170	3641
171	3685
172	3709
173	3697
174	3675
175	3632
176	3663
177	3688
178	3660
179	3717
180	3684
181	3663
182	3724
183	3767
184	3746
185	3783
186	3642
187	3801
188	3741
189	3749
190	3776
191	3891
192	3698
193	3768
194	3783
195	3712
196	3735
197	3666
198	3732
199	3749
200	3799
201	3744
202	3759
203	3833
204	3724
205	3747
206	3745
207	3772
208	3816
209	3843
210	3697
211	3680
212	3790
213	3712
214	3793
215	3560
216	3772
217	3808
218	3758
219	3790
220	3823
221	3749
222	3813
223	3676
224	3734
225	3734
226	3869
227	3782
228	3636
229	3705
230	3761
