RT=UNDEFINED   LT=UNDEFINED
0	132430
1	131838
2	131981
3	132307
4	132665
5	132476
6	132413
7	132250
8	132743
9	132921
10	132278
11	131976
12	132694
13	132712
14	132486
15	132459
16	132912
17	132804
18	132109
19	132349
20	132778
21	132846
22	132453
23	132405
24	132887
25	132646
26	132328
27	132768
28	132072
29	132494
30	132168
31	132860
32	132128
33	132583
34	132500
35	132213
36	132300
37	132365
38	132243
39	133028
40	132829
41	132262
42	133062
43	132927
44	132583
45	132471
46	132867
47	132269
48	132342
49	132327
50	132841
51	132722
52	132782
53	133393
54	131904
55	132550
56	132648
57	132862
58	133017
59	132706
60	133127
61	132195
62	132489
63	132944
64	132551
65	132675
66	132856
67	132707
68	132582
69	132552
70	132759
71	132544
72	132340
73	132931
74	132796
75	132998
76	133037
77	132357
78	132497
79	132885
80	132371
81	132661
82	133329
83	132970
84	132266
85	132653
86	132569
87	132633
88	132590
89	133239
90	132991
91	132185
92	131934
93	132160
94	132163
95	132707
96	132593
97	132784
98	133196
99	132537
100	132245
101	133024
102	132918
103	132722
104	132684
105	132842
106	133069
107	132430
108	132851
109	132186
110	132322
111	132310
112	132846
113	132402
114	132026
115	132524
116	132261
117	132163
118	132276
119	132239
120	131237
121	131527
122	131707
123	131570
124	131274
125	131287
126	130883
127	130970
128	131027
129	130788
130	130116
131	130030
132	130174
133	130277
134	129672
135	129285
136	128775
137	128215
138	127451
139	127404
140	127365
141	126775
142	125724
143	123960
144	123569
145	122024
146	120523
147	119277
148	118248
149	115904
150	114574
151	112139
152	111268
153	109082
154	108357
155	107161
156	107167
157	107158
158	107460
159	109020
160	109368
161	111364
162	112447
163	114854
164	115613
165	117868
166	118597
167	120489
168	121364
169	122069
170	123735
171	124247
172	124742
173	125889
174	126216
175	126247
176	126941
177	127010
178	128145
179	127604
180	128290
181	128835
182	128391
183	129536
184	128702
185	129460
186	130343
187	130804
188	130695
189	131295
190	131115
191	131621
192	131478
193	131662
194	132033
195	131518
196	132270
197	132161
198	132533
199	132014
200	132228
201	132560
202	132658
203	132369
204	132223
205	133099
206	132755
207	132929
208	132874
209	133004
210	132757
211	133809
212	133012
213	132387
214	133755
215	132300
216	133146
217	133557
218	133753
219	133773
220	133366
221	133056
222	134246
223	133408
224	133577
225	134311
226	134100
227	133328
228	133224
229	133304
230	133960
231	132935
232	133858
233	134304
234	133656
235	133041
236	133883
237	133643
238	133565
239	133879
240	134001
241	133324
242	133084
243	133298
244	133356
245	133814
246	133600
247	133460
248	133950
249	133664
250	134382
251	133726
252	132938
253	133663
254	133145
255	133924
256	133654
257	133277
258	133473
259	133510
260	133553
261	134611
262	133288
263	133224
264	133584
265	132960
266	133377
267	133583
268	132619
269	133173
270	133065
271	132656
272	132894
273	132718
274	132771
275	132405
276	132688
277	132803
278	131761
279	132342
280	131414
281	131392
282	130889
283	131091
284	130261
285	130834
286	129680
287	129137
288	129049
289	128239
290	127130
291	127038
292	125595
293	123668
294	123460
295	122924
296	120896
297	119173
298	117967
299	116353
300	114979
301	113660
302	113341
303	113139
304	113303
305	114096
306	115399
307	116587
308	117868
309	119842
310	121680
311	121414
312	123133
313	124111
314	125013
315	125253
316	126344
317	127190
318	127970
319	128570
320	128881
321	129445
322	129674
323	130846
324	130403
325	131172
326	131841
327	131895
328	132266
329	131856
330	132018
331	132480
332	132543
333	133315
334	133590
335	132646
336	133599
337	132640
338	133534
339	133675
340	134174
341	133532
342	133646
343	134145
344	134206
345	133171
346	133847
347	133607
348	134346
349	133687
350	134065
351	134340
352	133911
353	134443
354	134359
355	134444
356	134266
357	134102
358	134105
359	134415
360	134337
361	134963
362	134855
363	134180
364	134492
365	134361
366	133942
367	134025
368	134957
369	134095
370	133951
371	134654
372	133590
373	134409
374	134795
375	134479
376	133986
377	134258
378	134340
379	134052
380	134944
381	133870
382	134052
383	134302
384	134304
385	134020
386	134552
387	134661
388	134586
389	135088
390	135373
391	134558
392	134943
393	134728
394	134308
395	134897
396	133992
397	134750
398	135303
399	134655
400	134777
401	135223
402	134256
403	134534
404	133939
405	134597
406	134258
407	134596
408	134148
409	134316
410	134539
411	134461
412	134694
413	135338
414	134146
415	133625
416	134149
417	134325
418	133942
419	133481
420	133815
421	133831
422	134224
423	133490
424	134229
425	133362
426	133253
427	132933
428	132869
429	133362
430	132514
431	132765
432	132522
433	131902
434	131423
435	131626
436	130491
437	130437
438	129159
439	129282
440	128690
441	127385
442	126200
443	125029
444	124524
445	122872
446	122561
447	121707
448	120843
449	121137
450	121423
451	121797
452	122733
453	124342
454	125442
455	125870
456	127354
457	128364
458	129001
459	129319
460	129001
461	130131
462	132121
463	131723
464	131806
465	132039
466	132655
467	132610
468	132965
469	133115
470	133543
471	133451
472	134088
473	132924
474	132958
475	133939
476	133655
477	133701
478	133762
479	133888
480	134303
481	134636
482	133748
483	134542
484	133887
485	134199
486	133929
487	134904
488	134302
489	134705
490	135009
491	134247
492	133694
493	133997
494	134710
495	134189
496	134585
497	135224
498	135070
499	134252
500	134371
501	134504
502	134935
503	134405
504	134810
505	134681
506	134768
507	134757
508	134356
509	134306
510	134423
511	134454
512	134821
513	134643
514	134128
515	133713
516	134308
517	133845
518	134603
519	133767
520	134499
521	135207
522	134325
523	134302
524	134368
525	134433
526	134822
527	133954
528	133988
529	134049
530	133620
531	133859
532	133954
533	133802
534	133957
535	133941
536	132917
537	133225
538	132992
539	133642
540	132003
541	132982
542	131506
543	131887
544	131858
545	130847
546	130124
547	130020
548	129237
549	127397
550	127927
551	126264
552	125783
553	124755
554	123542
555	122292
556	121982
557	121194
558	121277
559	121217
560	121877
561	122218
562	123484
